Index,Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration,Unnamed: 9
847,735.8648,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Disable_Interface,,
848,736.5615,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Enable_Interface,,
849,736.5997,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,SelectedMenuItem,Town,
850,737.5397,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,SelectedMenuItem,Town,
851,738.1895,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Confirm_Transition,World Target (Town),
852,738.6903,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Disable_Interface,,
853,740.2997,19,ObjectCollection,WIM_Palette_HeadHand,1,7,goldCoin_medieval_grab_3,GrabbedCoin,8.46,
854,741.5164,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Enable_Interface,,
855,741.5598,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,SelectedMenuItem,City,
856,742.7197,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,SelectedMenuItem,Home,
857,743.3953,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Confirm_Transition,World Target (Home),
858,743.5997,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,SelectedMenuItem,City,
859,743.6781,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Disable_Interface,,
860,744.3002,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Enable_Interface,,
861,744.506,19,ObjectCollection,WIM_Palette_HeadHand,1,7,,Disable_Interface,,
862,745.8724,19,ObjectCollection,WIM_Palette_HeadHand,1,7,goldCoin_medieval_grab_3,DepositedInChest,5.57,
863,745.8724,19,ObjectCollection,WIM_Palette_HeadHand,1,8,goldCoin_snowy_grab_3,SpawnedCoin,0,
864,746.7503,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
865,746.8597,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,City,
866,747.1997,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Town,
867,747.2792,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Confirm_Transition,World Target (Town),
868,747.4998,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Town,
869,747.6597,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Funland,
870,747.7805,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
871,747.7949,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
872,747.7949,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
873,747.8223,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
874,747.8223,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
875,747.8497,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
876,747.8497,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
877,747.8775,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
878,747.8775,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
879,747.9048,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
880,747.9398,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Funland,
881,748.4597,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Funland,
882,748.8198,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Snowy,
883,749.4797,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Snowy,
884,749.9792,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Confirm_Transition,World Target (Snowscape),
885,750.4802,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
886,752.2397,19,ObjectCollection,WIM_Palette_HeadHand,1,8,goldCoin_snowy_grab_3,GrabbedCoin,6.37,
887,752.875,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
888,752.945,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
889,753.1542,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
890,753.1997,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Town,
891,753.3198,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Town,
892,753.3597,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Town,
893,753.4464,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
894,753.4733,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Enable_Interface,,
895,753.5197,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Town,
896,753.5997,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,City,
897,753.8397,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Home,
898,754.2597,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,SelectedMenuItem,Home,
899,754.7695,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Confirm_Transition,World Target (Home),
900,755.2703,19,ObjectCollection,WIM_Palette_HeadHand,1,8,,Disable_Interface,,
901,757.3157,19,ObjectCollection,WIM_Palette_HeadHand,1,8,goldCoin_snowy_grab_3,DepositedInChest,5.08,
902,757.3157,19,ObjectCollection,WIM_Palette_HeadHand,1,9,goldCoin_castle_grab,SpawnedCoin,0,
903,757.8732,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Enable_Interface,,
904,757.9292,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Disable_Interface,,
905,761.5618,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Enable_Interface,,
906,761.6397,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Funland,
907,761.6797,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Funland,
908,761.9797,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Town,
909,762.8997,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Town,
910,763.9197,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,City,
911,764.2997,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Town,
912,764.7397,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Funland,
913,765.4597,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Funland,
914,765.8797,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Castle,
915,766.6011,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Confirm_Transition,World Target (Castle),
916,766.9626,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Disable_Interface,,
917,767.059,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Enable_Interface,,
918,767.1021,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Disable_Interface,,
919,770.0797,19,ObjectCollection,WIM_Palette_HeadHand,1,9,goldCoin_castle_grab,GrabbedCoin,12.76,
920,770.9849,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Enable_Interface,,
921,771.0197,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Castle,
922,771.1597,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,City,
923,771.5797,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,Home,
924,771.9734,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Confirm_Transition,World Target (Home),
925,772.3397,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,SelectedMenuItem,City,
926,772.4788,19,ObjectCollection,WIM_Palette_HeadHand,1,9,,Disable_Interface,,
927,774.2279,19,ObjectCollection,WIM_Palette_HeadHand,1,9,goldCoin_castle_grab,DepositedInChest,4.15,
928,774.2279,19,ObjectCollection,WIM_Palette_HeadHand,1,10,goldCoin_funland_grab_2,SpawnedCoin,0,
929,775.1753,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,Enable_Interface,,
930,775.2797,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,City,
931,775.9997,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,Town,
932,776.4997,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,Town,
933,776.7997,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,Funland,
934,777.4597,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,Funland,
935,777.9177,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,Confirm_Transition,World Target (Funland),
936,778.4196,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,Disable_Interface,,
937,780.5797,19,ObjectCollection,WIM_Palette_HeadHand,1,10,goldCoin_funland_grab_2,GrabbedCoin,6.35,
938,781.8016,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,Enable_Interface,,
939,781.8397,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,City,
940,782.3197,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,Home,
941,782.7476,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,Confirm_Transition,World Target (Home),
942,783.0997,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,SelectedMenuItem,City,
943,783.2366,19,ObjectCollection,WIM_Palette_HeadHand,1,10,,Disable_Interface,,
944,785.5169,19,ObjectCollection,WIM_Palette_HeadHand,1,10,goldCoin_funland_grab_2,DepositedInChest,4.94,
945,785.5169,19,ObjectCollection,WIM_Palette_HeadHand,1,11,goldCoin_snowy_grab_2,SpawnedCoin,0,
946,786.3666,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Enable_Interface,,
947,786.5397,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,City,
948,787.1797,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,City,
949,787.6198,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Town,
950,787.7397,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Town,
951,787.7997,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Town,
952,788.0797,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Funland,
953,788.4997,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Snowy,
954,788.6797,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Castle,
955,789.0997,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Snowy,
956,789.4571,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Disable_Interface,,
957,790.0964,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Enable_Interface,,
958,790.1397,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Snowy,
959,790.2197,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Snowy,
960,790.2597,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Snowy,
961,790.5565,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Confirm_Transition,World Target (Snowscape),
962,791.0578,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Disable_Interface,,
963,791.3997,19,ObjectCollection,WIM_Palette_HeadHand,1,11,goldCoin_snowy_grab_2,GrabbedCoin,5.88,
964,794.8721,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Enable_Interface,,
965,794.9797,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Snowy,
966,795.1597,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Town,
967,795.2997,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,City,
968,795.6797,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,SelectedMenuItem,Home,
969,795.9993,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Confirm_Transition,World Target (Home),
970,796.5009,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Disable_Interface,,
971,796.8475,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Enable_Interface,,
972,796.8623,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Disable_Interface,,
973,797.1133,19,ObjectCollection,WIM_Palette_HeadHand,1,11,,Enable_Interface,,
974,798.1981,19,ObjectCollection,WIM_Palette_HeadHand,1,11,goldCoin_snowy_grab_2,DepositedInChest,6.8,
975,798.1981,19,ObjectCollection,WIM_Palette_HeadHand,1,12,goldCoin_funland_grab_3,SpawnedCoin,0,
976,798.1981,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Disable_Interface,,
977,799.0193,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Enable_Interface,,
978,799.0397,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,City,
979,799.6197,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,City,
980,799.9397,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,Town,
981,800.4597,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,Town,
982,800.5397,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,Funland,
983,800.6797,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,Funland,
984,801.0797,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,Funland,
985,801.441,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Confirm_Transition,World Target (Funland),
986,801.9424,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Disable_Interface,,
987,804.4597,19,ObjectCollection,WIM_Palette_HeadHand,1,12,goldCoin_funland_grab_3,GrabbedCoin,6.26,
988,804.4766,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Enable_Interface,,
989,804.5075,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Disable_Interface,,
990,805.6448,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Enable_Interface,,
991,805.6797,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,Town,
992,805.7397,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,City,
993,806.4397,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,SelectedMenuItem,Home,
994,806.8275,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Confirm_Transition,World Target (Home),
995,807.329,19,ObjectCollection,WIM_Palette_HeadHand,1,12,,Disable_Interface,,
996,809.0001,19,ObjectCollection,WIM_Palette_HeadHand,1,12,goldCoin_funland_grab_3,DepositedInChest,4.54,
997,809.0001,19,ObjectCollection,WIM_Palette_HeadHand,1,13,goldCoin_city_grab_2,SpawnedCoin,0,
998,809.7518,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Enable_Interface,,
999,809.7797,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,SelectedMenuItem,Town,
1000,810.2197,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,SelectedMenuItem,City,
1001,810.7997,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,SelectedMenuItem,City,
1002,811.2282,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Confirm_Transition,World Target (City),
1003,811.7297,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Disable_Interface,,
1004,813.4397,19,ObjectCollection,WIM_Palette_HeadHand,1,13,goldCoin_city_grab_2,GrabbedCoin,4.44,
1005,814.2067,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Enable_Interface,,
1006,814.3397,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,SelectedMenuItem,City,
1007,814.8197,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,SelectedMenuItem,Home,
1008,814.9984,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Confirm_Transition,World Target (Home),
1009,815.4996,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Disable_Interface,,
1010,815.7911,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Enable_Interface,,
1011,815.7911,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Disable_Interface,,
1012,815.8067,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Enable_Interface,,
1013,815.8067,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Disable_Interface,,
1014,815.8329,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Enable_Interface,,
1015,815.8329,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Disable_Interface,,
1016,816.14,19,ObjectCollection,WIM_Palette_HeadHand,1,13,,Enable_Interface,,
1017,816.8784,19,ObjectCollection,WIM_Palette_HeadHand,1,13,goldCoin_city_grab_2,DepositedInChest,3.44,
1018,816.8784,19,ObjectCollection,WIM_Palette_HeadHand,1,14,goldCoin_medieval_grab_2,SpawnedCoin,0,
1019,816.8784,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Disable_Interface,,
1020,817.2971,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Enable_Interface,,
1021,817.7197,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,SelectedMenuItem,Town,
1022,817.9397,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,SelectedMenuItem,Funland,
1023,818.0597,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,SelectedMenuItem,Funland,
1024,818.3397,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,SelectedMenuItem,Town,
1025,818.8293,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Confirm_Transition,World Target (Town),
1026,819.3305,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Disable_Interface,,
1027,821.0397,19,ObjectCollection,WIM_Palette_HeadHand,1,14,goldCoin_medieval_grab_2,GrabbedCoin,4.16,
1028,821.0417,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Enable_Interface,,
1029,821.2223,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Disable_Interface,,
1030,821.3195,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Enable_Interface,,
1031,821.3484,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Disable_Interface,,
1032,822.1824,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Enable_Interface,,
1033,822.3997,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,SelectedMenuItem,City,
1034,823.0797,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,SelectedMenuItem,Home,
1035,823.4352,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Confirm_Transition,World Target (Home),
1036,823.8197,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,SelectedMenuItem,City,
1037,823.9524,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Disable_Interface,,
1038,824.0181,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Enable_Interface,,
1039,824.0181,19,ObjectCollection,WIM_Palette_HeadHand,1,14,,Disable_Interface,,
1040,825.2587,19,ObjectCollection,WIM_Palette_HeadHand,1,14,goldCoin_medieval_grab_2,DepositedInChest,4.22,
1041,825.2587,19,ObjectCollection,WIM_Palette_HeadHand,1,15,goldCoin_castle_grab_3,SpawnedCoin,0,
1042,825.8581,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1043,825.9997,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,City,
1044,826.0513,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Confirm_Transition,World Target (City),
1045,826.0775,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1046,826.1465,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1047,826.3005,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1048,826.3541,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1049,826.5523,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1050,826.6083,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1051,826.6997,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,City,
1052,827.3797,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,City,
1053,827.6597,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,Snowy,
1054,827.9597,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,Snowy,
1055,828.1524,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Confirm_Transition,World Target (Snowscape),
1056,828.1597,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,Castle,
1057,828.1673,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1058,828.2637,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1059,828.2997,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,Castle,
1060,828.6544,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1061,828.6948,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1062,828.7397,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,Castle,
1063,829.0151,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Confirm_Transition,World Target (Castle),
1064,829.1691,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Confirm_Transition,World Target (Castle),
1065,829.5178,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1066,832.4797,19,ObjectCollection,WIM_Palette_HeadHand,1,15,goldCoin_castle_grab_3,GrabbedCoin,7.22,
1067,832.5405,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1068,832.6456,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1069,833.7654,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1070,833.7997,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,City,
1071,833.9397,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,Town,
1072,834.5597,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,City,
1073,834.8397,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,SelectedMenuItem,Home,
1074,835.1554,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Confirm_Transition,World Target (Home),
1075,835.6572,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Disable_Interface,,
1076,836.2551,19,ObjectCollection,WIM_Palette_HeadHand,1,15,,Enable_Interface,,
1077,837.0078,19,ObjectCollection,WIM_Palette_HeadHand,1,15,goldCoin_castle_grab_3,DepositedInChest,4.53,
1078,848.5201,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1079,849.0797,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,City,
1080,851.485,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1081,852.7231,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1082,852.8597,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Funland,
1083,853.4397,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Town,
1084,854.0397,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Funland,
1085,854.9648,19,ObjectCollection,WIM_SteeringWheel,2,1,,Confirm_Transition,World Target (Funland),
1086,854.9931,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1087,855.5631,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1088,855.8425,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1089,856.4544,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1090,856.9597,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Town,
1091,857.2397,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,City,
1092,857.6517,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1093,857.7882,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1094,857.7997,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Home,
1095,858.3882,19,ObjectCollection,WIM_SteeringWheel,2,1,,Confirm_Transition,World Target (Home),
1096,858.8891,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1097,876.1379,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1098,876.1397,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Funland,
1099,876.2597,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Town,
1100,876.3197,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,City,
1101,876.7338,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1102,877.2082,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1103,877.2197,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,City,
1104,877.3397,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Town,
1105,877.4298,19,ObjectCollection,WIM_SteeringWheel,2,1,,Confirm_Transition,World Target (Town),
1106,877.6815,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1107,877.7083,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1108,877.8997,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,City,
1109,877.9915,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1110,878.0412,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1111,878.0412,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1112,878.1538,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1113,878.1538,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1114,878.2644,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1115,878.2644,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1116,878.376,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1117,878.3797,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Funland,
1118,878.8915,19,ObjectCollection,WIM_SteeringWheel,2,1,,Confirm_Transition,World Target (Funland),
1119,878.9609,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1120,879.044,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1121,879.2597,19,ObjectCollection,WIM_SteeringWheel,2,1,,SelectedMenuItem,Funland,
1122,879.3928,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1123,879.4079,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
1124,879.4079,19,ObjectCollection,WIM_SteeringWheel,2,1,,Disable_Interface,,
1125,879.434,19,ObjectCollection,WIM_SteeringWheel,2,1,,Enable_Interface,,
